;Unnamed: 0;NamaSPPG;Alamat;Tanggal Opsnal;Provinsi;wilayah;Nama Kepala;Nama Yayasan;Latitude;Longitude
4226;4226;SPPG Cilacap Kroya Kedawung;Jl. A. Yani Rt 01 Rw 08, Kedawung, Kroya, Cilacap, Jawa Tengah;11-09-2025;JAWA TENGAH;Wilayah II;Nugroho Aziz Mustofa;;-7.63574;109.27164
4227;4227;SPPG Karanganyar Jatiyoso Karangsari;Dusun Tlobo Sempon Rt 01 Rw 10, Desa Karangsari, Kecamatan Jatiyoso, Kabupaten Karanganyar, Jawa Tengah;11-10-2025;JAWA TENGAH;Wilayah II;Sidik Irawan;;-7.70951;111.07548
4229;4229;SPPG Kota Semarang Tembalang Kramas;Jl. Mulawarman Timur Dalam, Rt3/Rw3, Kelurahan Kramas, Kecamatan Tembalang, Kota Semarang, Jawa Tengah;11-10-2025;JAWA TENGAH;Wilayah II;Devanda Radya Ananta;;-7.06805;110.44112
4230;4230;SPPG Boyolali Ampel Urutsewu;Desa Urut Sewu Kecamatan Ampel Kabupaten Boyolali, Jawa Tengah;11-10-2025;JAWA TENGAH;Wilayah II;Irvan Fardani Saputra;;-7.43663;110.53906
4231;4231;SPPG Tegal Pangkah Penusupan;Toko Rizky, Penusupan, Kecamatan Pangkah, Kabupaten Tegal, Jawa Tengah;11-10-2025;JAWA TENGAH;Wilayah II;Aden Tegar Kurniawan;;-6.9763;109.17271
4232;4232;SPPG Tegal Talang Talang 2;Jl. Talang No 95,Rt 03/Rw 04, Desa Talang, Kecamatan Talang, Kabupaten Tegal, Provinsi Jawa Tengah;11-10-2025;JAWA TENGAH;Wilayah II;Nur Fitri Hidayati;;-6.90869;109.13406
4233;4233;SPPG Banjarnegara Purwanegara Merden;Jl. Mertadiwirya, Rawawungu, Merden, Kecamatan Purwanegara, Kabupaten Banjarnegara, Jawa Tengah ;11-10-2025;JAWA TENGAH;Wilayah II;Imam Subekti;;-7.46935;109.5371
4234;4234;SPPG Kendal Pageruyung Pucakwangi;Dusun Ngepal, Pucakwangi, Kecamatan Pagerruyung, Kabupaten Kendal, Jawa Tengah ;11-10-2025;JAWA TENGAH;Wilayah II;Fawahid;;-7.0613;110.03038
4235;4235;SPPG Jepara Kedung Bugel 2;Rw. Iv, Bugel, Kecamatan Kedung, Kabupaten Jepara, Jawa Tengah;11-10-2025;JAWA TENGAH;Wilayah II;Pipit Hariyanti;;-6.66951;110.6676
4236;4236;SPPG Temanggung Tembarak Menggoro;Kauman Rt 01 Rw 01, Desa Menggoro, Kecamatan Tembarak, Kabupaten Temanggung, Jawa Tengah;11-10-2025;JAWA TENGAH;Wilayah II;Arif Irfanda;;-7.35946;110.18085
4237;4237;SPPG Kebumen Buluspesantren Bocor;Jl. Kejayan No. 46 Rt 2 Rw 2, Bocor, Buluspesantren, Kab. Kebumen, Jawa Tengah;12-09-2025;JAWA TENGAH;Wilayah II;Luthfi `Ali;;-7.77091;109.66813
4238;4238;SPPG Magelang Secang Secang;Dusun Sumber Ketandan Rt 019 Rw 006,Secang, Secang, Magelang, Jawa Tengah;12-09-2025;JAWA TENGAH;Wilayah II;Indra Aryani;;-7.39754;110.24449
4239;4239;SPPG Demak Guntur Bakalrejo 2;Jl. Raya Buyaran Karangawen RT 007/RW 006, Desa Bakalrejo, Kec. Guntur, Kab. Demak, Provinsi Jawa Tengah;12-09-2025;JAWA TENGAH;Wilayah II;Maulida Putri Maharani;;-7.0828;110.55777
4240;4240;SPPG Cilacap Kroya Karangmangu;Desa Karangmangu, Kecamatan Kroya, Kabupaten Cilacap Jawa Tengah;12-09-2025;JAWA TENGAH;Wilayah II;Cahyo Utama;;-7.64035;109.2496
4241;4241;SPPG Kebumen Pejagoan Pejagoan;Jl. Ronggowarsito Perum Syahzadah Rt. 005 Rw. 006, Pejagoan, Pejagoan, Kabupaten Kebumen, Jawa Tengah;12-09-2025;JAWA TENGAH;Wilayah II;Rivqi Anggie Putra;;-7.67432;109.64766
4242;4242;SPPG Klaten Wedi Sembung;Jl. Merbabu, Dusun I, Sembung, Kec. Wedi, Kabupaten Klaten, Jawa Tengah 57461;12-09-2025;JAWA TENGAH;Wilayah II;Afrisal Arif Nur Rizal;;-7.70456;110.59852
4243;4243;SPPG Blora Japah Padaan 2;Jl. Raya Ngawen Japah Rt 003 Rw 001, Padaan, Kecamatan Japah, Kabupaten Blora, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Muhammad Hafizh Oktasa;;-6.94507;111.29957
4244;4244;SPPG Cilacap Wanareja Madusari;Jl. Wanareja Candipura,Dusun Candipura, Kelurahan Madusari, Kecamatan Wanareja, Kabupaten Cilacap Provinsi Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Mohamad Firdoos;;-7.31804;108.67252
4245;4245;SPPG Banyumas Karanglewas Pasir Kulon;Jl. Pekuncen, Rt 02/Rw 01, Pasir Kulon, Karanglewas, Dusun II, Pasir Kulon, Banyumas, Kabupaten Banyumas, Jawa Tengah ;12-10-2025;JAWA TENGAH;Wilayah II;Umi Faidatun Rohmah;;-7.51378;109.2922
4246;4246;SPPG Jepara Kalinyamatan Purwogondo;Jl. Ponpes 1 Rt. 20 Rw. 01  Purwogondo Kecamatan Kalinyamatan, Kabupaten Jepara, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Dyian Riko Pangestu;;-6.73394;110.71311
4247;4247;SPPG Jepara Mlonggo Karanggondang;Desa Karanggondang Rt. 06/02 Kec. Mlonggo Batealit, Kab. Jepara, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Muhammad Abdul Aziz;;-6.51071;110.70803
4248;4248;SPPG Pemalang Pulosari Pulosari;Jl. Raya Moga Pulosari Karangpoh Rt 018 Rw 004 Pulosari, Kecamatan Pulosari, Kabupaten Pemalang, Jawa Tengah ;12-10-2025;JAWA TENGAH;Wilayah II;Ghaib Bagus Wisesa;;-7.16838;109.24505
4250;4250;SPPG Cilacap Majenang Mulyasari;Jl. Maya Rt 04 Rw 07 Dusun Bojongsari Desa Mulyasari Kecamatan Majenang Kabupaten Cilacap, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Jion Hermawan;;-7.32578;108.76157
4251;4251;SPPG Purbalingga Padamara Bojanegara;Desa Bojanegara Rt.002 Rw.003, Bojanegara, Kec. Padamara, Kab. Purbalingga, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Saintza Bintang Taruna;;-7.3814;109.3303
4252;4252;SPPG Purbalingga Purbalingga Bojong;Jl. Purbalingga Banjarnegara No.16, Bojong, Kec. Purbalingga, Kabupaten Purbalingga;12-10-2025;JAWA TENGAH;Wilayah II;Muhammad Naufal Irfani;;-7.41762;109.37876
4253;4253;SPPG Banyumas Patikraja Patikraja;Jl. Lap., Patikraja, Kecamatan Patikraja, Kabupaten Banyumas, Jawa Tengah ;12-10-2025;JAWA TENGAH;Wilayah II;Tri Indriyawati;;-7.48807;109.2145
4254;4254;SPPG Grobogan Gubug Kuwaron 2;Desa Kuwaron Rt 01 Rw 04 Kecamatan Kabupaten Grobogan, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Ahmad Balya Malka;;-7.06769;110.66502
4255;4255;SPPG Grobogan Ngaringan Truwolu;Desa Truwolu Kecamatan Ngaringan Kabupaten Grobogan, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Saniskoro Galih Laksono;;-7.05065;111.19171
4256;4256;SPPG Brebes Wanasari Jagalempeni;Jl. Jakatamu Blok Pondok Rt. 002 Rw. 001 Desa Jagalempeni Kecamatan Wanasari Kabupaten Brebes, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Barep Fasyah Al Ghani;;-6.94007;109.0107
4257;4257;SPPG Tegal Dukuhwaru Gumayun 2;Jl. Raya Slawi Jatibarang Km 4, Rt 10 Rw 4, Rumah Depan Smp Negri 1 Dukuhwaru, Desa Gumayu, Kec. Dukuhwaru Kab. Tegal, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Aziz Nursanto;;-6.97147;109.10405
4258;4258;SPPG Klaten Ceper Jambukulon;Jl. Kyai Jenar, Penggung, Jambu Kulon, Kec. Ceper, Klaten, Jawa Tengah;12-10-2025;JAWA TENGAH;Wilayah II;Yoga Budi Ramadhan;;-7.69174;110.60937
4260;4260;SPPG Kota Surakarta Jebres Purwodiningratan;Jl. Ir. Juanda No. 43 Kel. Purwodiningratan, Kec. Jebres, Kota Surakarta, Jawa Tengah, 57128.;13-01-2025;JAWA TENGAH;Wilayah II;Jhoni Prabowo;Yayasan Buana Insan Madani;-7.56679;110.83499
4261;4261;SPPG Karanganyar Gondangrejo Plesungan;Blembem rt 03/rw 01, Plesungan, Gondangrejo, Karanganyar, Jawa Tengah;13-01-2025;JAWA TENGAH;Wilayah II;Shofia Rakhma, S.Sos., M.Han.;Yayasan Miftahul Ihsan Albanjary;-7.534;110.84297
4265;4265;SPPG Temanggung Temanggung Madureso 1;Asrama Kodim Sroyo, Jl Tentara Genie Pelajar, Madureso, Temanggung, Kab Temanggung;13-01-2025;JAWA TENGAH;Wilayah II;RR. CITRA PERMATA KUSUMA ANGGRAINI;;-7.33105;110.19901
4266;4266;SPPG Batang Kandeman  Tragung;Jl. Desa Tragung Dukuh Pyorondoko Desa Tragung, Kec. Kandeman, Kab. Batang;13-01-2025;JAWA TENGAH;Wilayah II;Ika Novitasasi Candra Abidin;Yayasan Amanah Puri Annisa;-6.94158;109.761
4267;4267;SPPG Kudus Mejobo Mejebo;Jl. Suryo Kusumo RT.06 RW.01 Mejobo Kudus;13-01-2025;JAWA TENGAH;Wilayah II;NUZILUL MUNAWAROH;Yayasan Nusantara Satu Kudus;-6.82989;110.89855
4268;4268;SPPG Pati Margorejo Muktiharjo;Desa Muktiharjo RT 1 RW 3 Jl. Soewondo Kec. Margorejo Kab. Pati;13-01-2025;JAWA TENGAH;Wilayah II;Rosesita Tri Suci Rohani;Yayasan Patriot Bangsa Pilar Kemanusiaan;-6.73546;111.01227
4269;4269;SPPG Semarang Suruh Jatirejo;Dusun Klewonan Rt. 03 / Rw. 03, Jatirejo, Suruh, Kab. Semarang, Jawa Tengah;13-08-2025;JAWA TENGAH;Wilayah II;Hafidz Sugiyarto;;-7.37756;110.57109
4270;4270;SPPG Karanganyar Matesih Ngadiluwih;Dukuh Dadapan, Rt.03, Rw.16, Kel. Ngadiluwih, Kec. Matesih Kab. Karanganyar, Jawa Tengah;13-08-2025;JAWA TENGAH;Wilayah II;Malik Rachman Muzaini;;-7.63397;111.00335
4271;4271;SPPG Wonosobo Kalibawang Kalikarung;Dusun Tempel Rt.03/Rw.10, Desa Kalikarung, Kecamatan Kalibawang, Kabupaten Wonosobo, Jawa Tengah;13-08-2025;JAWA TENGAH;Wilayah II;Zidni Kurnia Sandi;;-7.5055;109.95373
4272;4272;SPPG Kebumen Mirit Selotumpeng;PREGOLAN, SELOTUMPENG RT 01 RW 02 KEC. MIRIT, KAB. KEBUMEN, JAWA TENGAH;13-08-2025;JAWA TENGAH;Wilayah II;M.Nur Wahib;;-7.80279;109.78965
4273;4273;SPPG Cilacap Binangun Pasuruhan;Jl. Merdeka Rt 04 Rw 01.Desa Pasuruhan Kec Binangun Kab Cilacap Jawa Tengah;13-08-2025;JAWA TENGAH;Wilayah II;Kevin Irvani;;-7.67279;109.29228
4274;4274;SPPG Brebes Ketanggungan Ketanggungan;Ketanggungan Rt.05 Rw.04 Kec. Ketanggungan,  Kab. Brebes, Jawa Tengah;13-09-2025;JAWA TENGAH;Wilayah II;Hilda Nur Ifani Falah;;-6.92047;108.89083
4275;4275;SPPG Temanggung Kaloran Gandulan;Tegal SekemiriRT 000 RW 00, Desa Tegowanuh, Kec. Kaloran, Kabupaten Temanggung, Jawa Tengah;13-09-2025;JAWA TENGAH;Wilayah II;Suriya Adhi Tama;;-7.29167;110.20546
4276;4276;SPPG Boyolali Klego Bade;Dukuh Pelang Rt 8 Rw 3 Bade, Bade, Klego, Kab. Boyolali, Jawa Tengah;13-09-2025;JAWA TENGAH;Wilayah II;Ainun Safitri;;-7.35562;110.69714
4277;4277;SPPG Pekalongan Sragi Sragi;Jl. Raya Sragi Purwodadi No. 99, Rt 001 Rw 009 Desa Sragi Kecamatan Sragi Kabupaten Pekalongan Provinsi Jawa Tengah;13-09-2025;JAWA TENGAH;Wilayah II;Muhammad Rifqi Alawi;;-6.92631;109.56285
4278;4278;SPPG Banyumas Purwokerto Timur Mersi 2;Jl. Martadireja 2 , Kel. Mersi, Kec. Purwokerto Timur , Kab. Banyumas, Jawa Tengah;13-09-2025;JAWA TENGAH;Wilayah II;Yazid Abdul Qadir Jawaz Mr;;-7.42257;109.26134
4279;4279;SPPG Grobogan Grobogan Sumberjatipohon;Dusun Krajan I Rt 002 Rw 001, Sumberjatipohon, Grobogan, Kab. Grobogan, Jawa Tengah;13-09-2025;JAWA TENGAH;Wilayah II;Arielle Bambang Veniani;;-7.10759;110.86518
4280;4280;SPPG Sragen Kedawung Pengkok;Jl. Pengkok, Pengkok, Kec. Kedawung, Kab. Sragen, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Iqbal Ridwan Mahmuddi;;-7.50269;111.03583
4281;4281;SPPG Brebes Banjarharjo Parereja;Lb. Curugkopo, Parereja, Kecamatan Banjarharjo, Kabupaten Brebes, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Kiki Agustian;;-7.01466;108.8325
4282;4282;SPPG Tegal Kramat Bongkok;Jl. Garuda, Desa Bongkok, Kec. Kramat, Kab. Tegal, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Alip Nur Alam, S.Pi.;;-6.88108;109.18914
4283;4283;SPPG Brebes Songgom Dukuhmaja 2;Jl. Desa Dukuhmaja (Samping Masjid Jami Uswatun Khasanah), Dukuhmaja, Kec. Songgom, Kab. Brebes, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Fiki Fahmi Fahamzah;;-6.96938;109.04224
4285;4285;SPPG Cilacap Kawunganten Kubangkangkung;Dusun Kubangkangkung Lor Rt 06 Rw 05, Desa Kubangkangkung, Kecamatan Kawunganten, Kabupaten Cilacap, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Muhamad Nur Syidiq;;-7.62612;108.95034
4286;4286;SPPG Demak Mranggen Brumbung;Jl. Brumbungan No 184 Rt 08 Rw 02 Brumbung Kec. Mranggen, Kab. Demak, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Danan Harandya Cantona;;-7.0173;110.51615
4287;4287;SPPG Banjarnegara Pejawaran Kalilunjar;Jl. Raya Pagentan Kaliliunjar Rt 001 Rw 001 Kalilinjar Kec. Pagentan Kab. Banjarnegara, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Alif Purniawan;;-7.29724;109.81028
4288;4288;SPPG Grobogan Tawangharjo Tawangharjo 2;Jl. Raya Purwodadi Blora, Tawangharjo, Kec. Tawangharjo Kab. Grobogan Jawa Tengah 58191;13-10-2025;JAWA TENGAH;Wilayah II;Fahrur Rikza;;-7.0868;111.00915
4289;4289;SPPG Pekalongan Kedungwuni Pekajangan 3;Pekajangan Gang 12 No.7 Rt.Rw.34.12 Kel. Pekajangan Kec. Kedungwuni Kab. Pekalongan, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Jihan Fatin Abidah;;-6.94541;109.6512
4290;4290;SPPG Cilacap Majenang Cibeunying 2;Jl. Kh Sufyan Tsauri No. 87 Kelurahan Cibeunying, Kecamatan Majenang, Kabupaten Cilacap, Provinsi Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Tri Titis Sufranto;;-7.29445;108.74447
4291;4291;SPPG Kendal Singorojo Singorojo;Jl. Patean Boja, Sawah, Singorojo, Kec. Singorojo, Kabupaten Kendal, Jawa Tengah ;13-10-2025;JAWA TENGAH;Wilayah II;Ivan Zuhdiansyah;;-7.0914;110.21769
4292;4292;SPPG Klaten Delanggu Tlobong;Purbayan Rt 002 Rw 006, Kel. Tlobong, Kec. Delanggu, Kab. Klaten, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Rio Irvan Kusuma;;-7.62453;110.70932
4293;4293;SPPG Jepara Kalinyamatan Banyuputih 2;Jl. Raya Margoyoso Damarjati Desa Banyuputih Rt. 05 Rw. 02 Kecamatan Kalinyamatan Kabupaten Jepara, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Amry Adila Zein;;-6.72499;110.71665
4294;4294;SPPG Grobogan Toroh Krangganharjo 2;Krangganharjo, Kec. Toroh, Kab. Grobogan, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;ADI KUNCORO, S.T.;;-7.11858;110.91082
4295;4295;SPPG Magelang Tegalrejo Dlimas 2;Jl. Kh Hasyim Asy`Ari, 06, Dlimas, Kec. Tegalrejo, Kab. Magelang, Jawa Tengah, ;13-10-2025;JAWA TENGAH;Wilayah II;Tolkhah Alwi;;-7.57398;110.82607
4296;4296;SPPG Tegal Dukuhwaru Sindang;Jl. Raya Sindang, Kelurahan Sindang, Kecamatan Dukuhwaru, Kabupaten Tegal, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Agung Muzaqi;;-6.95361;109.1036
4297;4297;SPPG Kebumen Puring Sitiadi 2;Jl. Puring Petanahan Dukuh Puring Kulon , Sitiadi, Kec. Puring, Kab. Kebumen, Jawa Tengah;13-10-2025;JAWA TENGAH;Wilayah II;Fajar Setyawan;;-7.72311;109.52496
4298;4298;SPPG Brebes Wanasari Klampok;Jl.Raya Manijah RT 001 RW 005 Desa Klampok, Kec. Wanasari, Kab. Brebes;14-04-2025;JAWA TENGAH;Wilayah II;Galih Setiaji;Yayasan Mualaf Indonesia Timur;-6.86181;109.00147
4299;4299;SPPG Brebes Losari Losari Lor;Jl. Jendral Sudirman No. 40, RT 001 / RW 001, Desa Losari, Kec. Losari, Kab. Brebes;14-04-2025;JAWA TENGAH;Wilayah II;Rizqi Maulana Assidiq;Yayasan Mualaf Indonesia Timur;-6.85146;108.81767
4300;4300;SPPG Kudus Bae Gondangmanis;Perum Gerbang Harapan RT 03/ RW 06 Gondang manis Bae Kudus Jawa Tengah;14-04-2025;JAWA TENGAH;Wilayah II;Yeni Krisma Dewi;Yayasan Nusantara Raya Sejahtera;-6.76645;110.86032
4301;4301;SPPG Kota Semarang Gunungpati Sadeng;Dapur 1 Kawasan Atem Technopark Jl. Kol. Warsito Soegiarto Km. 2,5;14-04-2025;JAWA TENGAH;Wilayah II;Raden Roro Susanti Septi Kurnia;Yayasan Bina Bangsa;-7.03464;110.36962
4302;4302;SPPG Wonosobo Wadaslintang Wadaslintang 1;Sidandang RT 06 RW 07 Dusun Cangkring;14-04-2025;JAWA TENGAH;Wilayah II;Ariyanti Lia Sugiati;Yayasan Perjuangan Untuk Kesejahteraan Rakyat;-7.03184;107.65885
4303;4303;SPPG Boyolali Kebonbimo Kebonbimo;Jl. Pangeran Diponegoro, Rt01 RW 02 Dusun 2, Kebonbimo, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57316;14-04-2025;JAWA TENGAH;Wilayah II;Anisvi Yunar Nabilla;Yayasan Pondok Tahfizh Fajar Cendekia;-7.50411;110.6104
4304;4304;SPPG Pemalang Belik Belik;Jl. Gatot Subroto KM 1 RT: 04 RW: 07 Belik Krajan Wetan, Desa Belik, Kec. Belik, Kab. Pemalang, Prov. Jawa Tengah.;14-04-2025;JAWA TENGAH;Wilayah II;Heru Kurniawan;Yayasan Cahaya Al Barkah Bambuduri;-6.9122;109.38269
4305;4305;SPPG Tegal Margasari Margasari 1;Jl. KH. Nursalim RT 03 / RW 04 Tangkilan Margasari No. 7;14-04-2025;JAWA TENGAH;Wilayah II;Muhammad Zufar Mansyur;Yayasan Cahaya Al Barkah Bambuduri;-6.17093;106.66423
4306;4306;SPPG Kudus Jati Jepangpakis;Jl. Pattimura, Karangpakis,  Jepangpakis, Kec. Jati,  Kabupaten Kudus, Jawa  Tengah 59344;14-04-2025;JAWA TENGAH;Wilayah II;Maulidhina Mahardika ;Yayasan Langgeng Ardhi Samekto;-6.81869;110.85502
4307;4307;SPPG Jepara Pecangaan Pecangaan Kulon 1;DESA PECANGAAN KULON RT:01/05 KEC.PECANGAAN KAB.JEPARA,JAWA TENGAH;14-07-2025;JAWA TENGAH;Wilayah II;MOH MUFTI NURIL UMAM;Yayasan Langgeng Ardhi Samekto;-6.69505;110.70702
4308;4308;SPPG Jepara Keling Watuaji;DUKUH BAJANGAN RT 01 RW 02 DESA DAMARWULAN, KEC. KELING, KAB. JEPARA, JAWA TENGAH;14-07-2025;JAWA TENGAH;Wilayah II;ULUL ASFIHAN;Yayasan Al Fitroh Watuaji;-6.54672;110.89996
4309;4309;SPPG Kebumen Gombong Wonokriyo;JL. STASIUN NO. 13, WONOKRIYO, KEC. GOMBONG, KAB. KEBUMEN, JAWA TENGAH;14-07-2025;JAWA TENGAH;Wilayah II;ANGGITA PARAMASTRI DAMARWANGI;Yayasan Tradha An Nuur Sejahtera;-7.60501;109.50964
4311;4311;SPPG Grobogan Ngaringan Tanjungharjo 2;Desa Tanjungharjo RT 003/RW 002, Kecamatan Ngaringan, Kabupaten Grobogan, Provinsi Jawa Tengah;14-09-2025;JAWA TENGAH;Wilayah II;Much Friki Wicaksono;;-7.05065;111.19171
4312;4312;SPPG Kota Salatiga Sidorejo Sidorejo Lor;Jl. Imam Bonjol, Sidorejo Lor, Kec. Sidorejo, Kota Salatiga, Jawa Tengah;14-09-2025;JAWA TENGAH;Wilayah II;Abdul Rhohim;;-7.31953;110.49036
4313;4313;SPPG Blora Randublatung Pilang;Jalan Raya Randublatung-Menden Km 03, Desa Pilang, Kecamatan Randublatung, Kabupaten Blora, Provinsi Jawa Tengah;14-09-2025;JAWA TENGAH;Wilayah II;Kahartoni;;-7.20299;111.38605
4314;4314;SPPG Kendal Kaliwungu Selatan Protomulyo;Protomulyo Rt. 011 Rw. 010, Desa/Kelurahan Protomulyo, Kec. Kaliwungu Selatan, Kab. Kendal, Provinsi Jawa Tengah;14-09-2025;JAWA TENGAH;Wilayah II;Kevin Cristabel;;-6.96822;110.25536
4315;4315;SPPG Wonogiri Slogohimo Waru;Waru, Kec. Slogohimo, Kabupaten Wonogiri, Jawa Tengah;14-09-2025;JAWA TENGAH;Wilayah II;Aan Fajar Nugroho;;-7.8256;111.19686
4316;4316;SPPG Temanggung Kledung Petarangan;Petarangan Kledung Temanggung, Petarangan, Kledung, Kab. Temanggung, Jawa Tengah;14-09-2025;JAWA TENGAH;Wilayah II;Nanang Nazril;;-7.33064;110.06549
4317;4317;SPPG Klaten Klaten Utara Jonggrangan 4;Jl. Klaten Solo, Jonggrangan, Kec. Klaten Utara, Kab. Klaten, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Zulfa Ariza Ardani;;-7.68566;110.61931
4318;4318;SPPG Demak Mranggen Batursari 2;Jl. Raya Batursari Raya Rt 01 Rw 08 Batursari Kec. Mranggen, Kab. Demak, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Shaidul Khoir;;-7.04082;110.49851
4319;4319;SPPG Pemalang Comal Purwoharjo;Gang Melati 3 Dukuh Serdadi Rt 06 Rw 09, Purwoharjo, Kec. Comal, Kab. Pemalang, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Yunan Kaenama Muhammad;;-6.89719;109.52633
4320;4320;SPPG Boyolali Gladagsari Gladagsari;Jl. Pantaran Km 3, Dukuh Purosari, Desa Gladagsari, Kec. Gladagsari, Kab. Boyolali, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Muhammad Yasinda Muttaqina;;-7.4542;110.53287
4321;4321;SPPG Banjarnegara Banjarnegara Kutabanjarnegara;Jl. Letjend Suprapto No 60. Banjarnegara, Kutabanjarnegara, Kec. Banjarnegara, Kab. Banjarnegara, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Daffa Budiono;;-7.39958;109.68603
4322;4322;SPPG Magelang Kaliangkrik Kaliangkrik;Desa Kaliangkrik Rt001 Rw001 Kec. Kaliangkrik Kab. Magelang Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Adhi Sulistyo;;-7.46399;110.11292
4323;4323;SPPG Demak Bonang Bonangrejo;Jl. Gayang Rt03 Rw05, Karangrejo, Kec. Bonang, Kab. Demak, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Mohammad Ahsanal Kholiq;;-6.86839;110.58481
4324;4324;SPPG Kebumen Kuwarasan Sidomukti;Jl. Inspeksi Bendung Karet Kampung Bumirejo Desa Sidomukti Kec. Kuwarasan Kab. Kebumen, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Halwanul Firdaus;;-7.55342;110.23244
4325;4325;SPPG Cilacap Kedungreja Jatisari 3;Jl. Penatusan No.267, Tritih, Jatisari, Kecamatan Kedungreja, Kabupaten Cilacap, Jawa Tengah ;14-10-2025;JAWA TENGAH;Wilayah II;Dwi Yulianti;;-7.50887;108.78798
4326;4326;SPPG Cilacap Cilacap Tengah Sidanegara 3;Desa Sidanegara Kec. Cilacap Tengah Kab. Cilacap Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Nur Rochman;;-7.72077;109.01261
4327;4327;SPPG Kendal Sukorejo Sukorejo 2;Jl. Anggrek No 2 Sapen Rt 02 Rw 08 Desa Sukorejo Kecamatan Sukorejo, Kabupaten Kendal, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Helmi Kholifatul A`La;;-7.0872;110.04929
4328;4328;SPPG Brebes Tonjong Tonjong 2;Jl. Raya Tonjong (Depan Koramil Tonjong), Rt.02.Rw.01, Desa Tonjong, Kecamatan Tonjong Kabupaten Brebes, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Dwi Asmaul Haekal;;-7.18455;109.0128
4329;4329;SPPG Tegal Slawi Pakembaran 2;Pakembaran, Kecamatan Slawi, Kabupaten Tegal, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Muhammad Reza Setya Pratama S.Ak.;;-6.98208;109.13118
4330;4330;SPPG Boyolali Klego Klego;Ngembat Rt 012 Rw 003, Klego, Kecamatan Klego, Kabupaten Boyolali, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Muhammad Mahfud Syafingi;;-7.5512;110.2492
4331;4331;SPPG Jepara Kalinyamatan Pendosawalan;Rt.01/Rw.01, Rw. Ii, Pendosawalan, Kecamatan Kalinyamatan, Kabupaten Jepara, Jawa Tengah ;14-10-2025;JAWA TENGAH;Wilayah II;Muhammad Rama Aditya;;-6.72856;110.73343
4332;4332;SPPG Klaten Ngawen Mayungan;Dukuh Santan Rt 20 Rw 07 Desa Mayungan, Kec. Ngawen, Kab. Klaten, Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Agus Santoso;;-7.6799;110.61447
4333;4333;SPPG Pemalang Petarukan Petanjungan;Jl. Desa Petanjungan Rt 01 /Rw 02 Kecamatan Petarukan Kabupaten Pemalang Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Muhammad Jafar;;-6.91561;109.4611
4334;4334;SPPG Magelang Salam Kadiluwih;Jl. Ngluwar Kadiluwih Kadiluwih, Kecamatan Salam Kabupaten Magelang Jawa Tengah;14-10-2025;JAWA TENGAH;Wilayah II;Raihan Fahmi Husain;;-7.44015;110.2288
