"is_spam","post_text","comment_text"
False,"It’s organized worldwide by Krassensteins mentors Soros and affiliated NGO’s.  They know this.
@AGPamBondi @FBIDirectorKash @FBIDDBongino For example, ANTIFA France 🇫🇷 was recently spotted setting up blockades to law enforcement and fire rescue teams last week in Paris, then lighting several fires 🔥.",NULL
True,"@NBCNews The comments lol. You commie losers and your stupid color revolution are done.",NULL
True,"Kegiatan Zoom meeting tentang Verifikasi dan Pengumuman Nilai 13 Komponen PAG dan SBP 2025/2026. #cde#reformasipolri #kitaindonesia🇮🇩 #seputarlemdiklatpolri #polripresisi ",NULL
False,"Siguiente paso: 

Hacer una visita al salon para una evaluación post color y reevaluar mi nueva rutina. 

No es caro mantener un cabello azul, caro sale hacerlo sin el conocimiento necesario, porque al final podrías presentar daños en la hebra y pérdida del rizo, junto a esto el pelo puede volverse poroso, reseco y sin vida.

Por eso siempre recomiendo hacerse una evaluación antes del proceso, y otra después.

#naturalcurls2 #colorhairdontcare #cabellorizado #cabelloprocesado #dominicancurls #dominicancurlygirls #curlyhairstyles #rizadascolombia #rizadasespaña #rizadasrd #comunidadrizada #colorrevolution #hairblue💙 #hairblue #cabelloazul #rutinacapilar #rizosazules",NULL
False,"Rekomendasi MUI untuk BGN

Menindaklanjuti hal tersebut, MUI memberikan rekomendasi perbaikan kepada BGN. Ni'am menegaskan kasus ini harus segera ditangani untuk menghindari hambatan pada program MBG yang dinilai bermanfaat.

""Karena ini harus ada langkah-langkah mitigasi agar program MBG yang bagus ini tidak terhambat. Harus segera ada jalan keluar, dengan komitmen seluruh pihak,"" ungkap Ni'am.

""Karenanya, menindaklanjuti hasil FGD itu, MUI memberikan rekomendasi perbaikan kepada BGN,"" tukasnya.

********

Gimana menurut kalian? 

#mbg #mui #lemakbabi #nonhalal #haram #news #learnhalalwithaisha",NULL
True,"✈️ Cyberattack sparks chaos at Europe’s airports.

Would you feel safe flying today?

#CyberAttack #AirportSecurity #VePulse https://t.co/DSYzlLD5kV",NULL
True,"Kamu pakai cara yang mana nih untuk kelola limbah organik?

#sampahorganik #sampahdapur #limbahdapur #limbahmakanan #tpa #pemanasanglobal #kelolasampah #asaka2023 #peribumi #organik #pupuk #ecoenzym #poc #kebun #rumah #irt #ibu #tukangkebun #ayamhalaman #ayamkampung #ternak #mbg #makanbergizigratis #sisamakanan #zerowaste",NULL
True,"@blackshark7890 BGN kini perketat SOP kebersihan dapur MBG. SPPG yang melanggar sudah diberhentikan agar kepercayaan publik tetap terjaga. 🍽️ #LanjutkanMBG",NULL
True,"✈️ CommuteAir Flight 4339 had a terrifying moment in Roanoke when it overran the runway during heavy rain. With 50 passengers and 3 crew onboard, the jet couldn’t stop in time but thanks to a special safety system called EMAS, the aircraft was brought to a safe halt. No injuries were reported, but the airport faced delays as investigators look into how this runway scare unfolded. 😱🚨 #aviation #travel #america #fyp #news ",NULL
False,"Kapolri bikin Tim Transformasi untuk pembenahan internal, Presiden siapkan Komite Reformasi untuk pengawasan eksternal. Dari pos ronda: dua tim ini bisa jalan kalau transparan & saling melengkapi. Yuk pantau sama-sama! #TransformasiPolri #KomiteReformasi #ReformasiPolisi #PosRonda",NULL
False,"Presiden Prabowo Subianto resmi membentuk Komite Reformasi Polri.  Salah satu tokoh yang memastikan diri bergabung adalah Mahfud MD.  Mantan Menko Polhukam itu menegaskan keterlibatannya sebagai bentuk pengabdian sekaligus kontribusi nyata untuk memperbaiki institusi kepolisian. Wakil Ketua DPR, Sufmi Dasco Ahmad, menilai kehadiran Mahfud menjadi angin segar bagi agenda reformasi Polri.  Menurutnya, rekam jejak dan pengalaman Mahfud di bidang hukum serta keamanan membuatnya sosok yang kredibel untuk mengawal perubahan. Dasco sendiri mengaku belum mengetahui siapa saja nama lain yang akan duduk di dalam komite tersebut.  Ia menegaskan, urusan itu menjadi ranah pemerintah, sementara dirinya fokus pada peran legislatif. Mahfud menyampaikan kesediaannya bergabung setelah bertemu Sekretaris Kabinet, Teddy Indra Wijaya.  Ia menekankan bahwa langkah ini bukan soal jabatan, melainkan panggilan untuk mengabdi pada bangsa. Meski belum membicarakan posisi spesifik, Mahfud menegaskan sudah menyiapkan sejumlah catatan penting agar reformasi Polri tidak berhenti pada jargon, melainkan diwujudkan dengan sungguh-sungguh. Ada tiga fokus utama yang menurutnya harus dibenahi: aturan, aparat, dan budaya.  Ia menyoroti bahwa kelemahan terbesar Polri saat ini justru ada pada aspek kultur terutama hilangnya semangat pengabdian serta maraknya praktik negatif yang mencoreng citra kepolisian di mata publik. #ibenewsid #beritaterkini #videoviral #mahfud",NULL
True,"Η Collins Aerospace δεν έχει καθορίσει πότε θα αποκαταστήσει το σύστημα της μετά την επίθεση Ransomware και προτρέπει τις αεροπορικές εταιρείες να προγραμματίσουν τουλάχιστον μια ακόμη εβδομάδα χρήσης χειροκίνητων λύσεων. 
#cybersecurity",NULL
False,"Menteri Koordinator Bidang Politik dan Keamanan (Menko Polkam) Jenderal TNI (Purn) Djamari Chaniago menyikapi rencana reformasi Polri. 

Salah satunya, memberikan masukan kepada Penasihat Khusus Presiden Bidang Keamanan dan Ketertiban Masyarakat dan Reformasi Kepolisian, Jenderal Pol (Purn) Ahmad Dofiri.

Menurut mantan Pangkostrad itu, masukkan perlu disampaikan karena Polri berada di bawah koordinasi Kemenko Polkam.

@prabowo @mediaprabowo @prabowo4nation @tumgrd @djamarichaniagoofficial @djamari.chaniago @polkamri @divisihumaspolri
#polri #reformasipolri #politikindonesia #csrinfotama #csr#",NULL
False,"MBG #fyp #purworejo24jam #xycba #mbg ",NULL
False,"Presiden Prabowo Subianto menegaskan agar program Makan Bergizi Gratis (MBG) tidak dipolitisasi. Pernyataan itu dikeluarkan menyusul banyaknya berita terkait program MBG dan kasus keracunan di beberapa daerah.",NULL
True,"💗 Brave Pink
💚 Hero Green
Dua warna, satu semangat: Tebarkan Kebaikan.

80 tahun PMI hadir untuk kemanusiaan. Kini saatnya kita #TebarKebaikan dari satu aksi kecil, bisa lahir perubahan besar.

#PMI80Tahun #TebarkanKebaikan #BravePink #HeroGreen",NULL
False,"@ILA_NewsX @Nigel_Farage @Keir_Starmer Just look at the present issue of a #CyberAttack. ID card on an app? Essentially a data base with access to family members? Carers? Power of attorney?  Urm...What else? Oh yea having phone being hacked, fraud in some way &amp; stolen identity the list is endless &amp; I'm not tech minded",NULL
False,"@txtdrimedia Anak orang bertaruh nyawa ..eh response nya begini. 😔😔😑😑. Cmon pak..mbg tuh jujur deh..ide nya siapa sih ?? Ide stupid kek gini..jgn2 ide fufufafa..secara butuh budget fantastis tp kemampuan zero. 😑😑",NULL
True,"Tim Reformasi Polri Bentukan Polri VS Bentukan Presiden 

https://t.co/a8RIR2Av8y https://t.co/O86iHpYnyr",NULL
True,"gmn publik mau percaya...sementara anggota'y saat ini masih banyak yg menjadi oknum....#fyp #masukberanda #kapolri #polisi #mangkifly ",NULL
False,"@qrivasi Selamat pagi korban keracunan MBG",NULL
False,"WARTAWAN RASMI LAMAN REFORMASI: BUDI95: ‘Ternyata Menjimatkan, Terima Kasih Keraja... https://t.co/baZEQHGIP0",NULL
False,"Padahal bapak cuma pengen semua rakyat Indonesia gaada yang kelaparan🥺 #prabowo #mbg #presidenri #rakyat #kelaparan ",NULL
True,"Daftar Makanan yang Dihindari Agar Tak  Keracunan MBG! Plus Cara SPPG di Wonogiri Antisipasi Kasus Serupa -  https://t.co/wrs67Ajhj2 https://t.co/yy9KqyJYan",NULL
True,"#hiugoreng#mbg#hiugorengmbg#mbg#viralll#keracunanmbg #fyppp ",NULL
False,"Eee mbuh 🙄
#mbg #kasusmbg",NULL
True,"Sobat Humas Polri
.
.
.
Kapolda NTT dan Ketua Bhayangkari Kunjungi Dua Polwan Sakit, Bawa Dukungan Moril dan Terapi Pemulihan
#Poldantt
#Irjenrudidarmoko
#PolriuntukMasyarakat
#PolriPresisi
#PolwanTangguh
#BhayangkariPeduli
#KepedulianTanpaBatas
#SemangatPulih
#PolriHumanis https://t.co/F8aLTvPyvs",NULL
False,"mbg abal abalan😔#4u #fyp #fyppppppppppppppppppppppp #fypシ゚ ",NULL
False,"@Nur_Syahira98 Wakil Kepala BGN Nanik S. Deyang akan segera membentuk Tim Investigasi Keracunan yang akan dipimpin oleh para ahli kimia. #mbg #makanbergizigratis  #pengawasanmbg #badangizinasional https://t.co/UJS1lymfI4",NULL
False,"@DS_yantie Bodo amat sama temen lu, lu mundur karena gak becus ngurus institusi polri, wajah institusi polri di mata masyarakat tetap buruk gak ada perubahan.",NULL
False,"@GMB It’ll just open up a new criminal business in fake ID’s and open up all Brits to more cyber attack threats. It’ll cost a fortune and not have any impact whatsoever on boats arriving. Gov should be focused on France preventing them getting here &amp; France will soon stop the gangs",NULL
True,"Program MBG mendorong pemenuhan gizi anak bangsa, dalam rangka menuju generasi emas di masa depan.
#MakanBergiziGratis https://t.co/cmNxs5QERp",NULL
True,"#affiliate #affiliatemarketing #pemulaaffiliate #fyppp ",NULL
True,"@alvatra12 @WAPamungkas bang, kalo berkaca sama pemimpin luar negeri—kasus 5000an siswa keracunan MBG udah pasti langsung diberhentikan

coba baca ini https://t.co/VrU9FVnDOu",NULL
False,"She’s from Australia and something of a communist. Not sure if she’s totally a Russian propagandist or if she’s just kind of anti-everything. Totally bought that Trump was a Russian puppet. Couldn’t see the color revolution being worked on is right before her own eyes in from 2016-2020 by establishment forces. It was wild.",NULL
False,"Di postingan ini semua topeng wajah luntur, dimulai yg majority pake brave pink, bendera one piece, garuda biru semuanya kalo soal islam langsung menyerbu rame-rame. 

That's why im stood tall to defend islam first rather fomo join the movement who initiate by secular and libtard",NULL
False,"Dia menyebut, dari beberapa sampel makanan yang menyebabkan keracunan, ditemukan ada bakteri. Pemerintah menduga hal ini terjadi karena dapur MBG kurang disiplin dalam menjaga kebersihan saat mengolah makanan.",NULL
False,"susu mbg vs susu kemasan.

70% air, ya ini mah susu bersubsidi.

negara miskin, warga sengaja diskinkan, dibodohkan, dan diracuni lewat program sampah itu.

makan sampah, minumnya ginian jg.

ini emg tabiat ingdon bgt, ga punya duit tp produk tersier dibeli biar keliatan kaya. https://t.co/3nscILnesH",NULL
False,"Setelah di tuding penyebab keracunan massal, Pemilik dapur makanan bergizi gratis (MBG) di Karanglewas, Banyumas, Kini angkat bicara dengan pembelaannya. Pemilik SPPG Karanglewas kidul, Sri Wiyono, membantah bahwa makanan yang ia olah menjadi penyebab 115 siswa sakit. menurutnya, masalah utama adalah variabel dibawa pulang. Ia mengklaim bahwa semenjak sekolah mengijinkan siswa membawa pulang menu MBG, Risiko makanan menjadi basi dan terkontaminasi meningkatkan. Sebagai bukti, ia menyatakan setelah larangan membawa pulang makanan kembali ditegakkan,Tidak ada lagi laporan siswa yang sakit. Disisi lain, Anggota DPRD Banyumas, Rahma imanda,yang melakukan sidak, menyatakan masih menunggu hasil uji laboratorium untuk memastikan penyebab pastinya. Ini menjadi perdebatan baru, Apakah sumber utamanya adalah kualitas masakan dari dapur,atau cara konsumsi makanan oleh siswa. #mbg #sppg #programmakanbergizigratis  #prabowosubianto ",NULL
False,"JAKARTA,DetikNusantara.co.id – Presiden Prabowo Subianto, mengimbau agar kasus dugaan keracunan Makan Bergizi Gratis (MBG) tidak dipolitisasi. Ia mengakui bahwa kasus ini merupakan masalah besar yang memerlukan perhatian serius, dan mengakui adanya kekurangan pada awal pelaksanaan program.

Namun, Prabowo optimis bahwa masalah ini dapat diselesaikan dengan baik melalui kerja sama dan komunikasi yang efektif.

Dia pun mengakui bahwa ada kekurangan pada awal pelaksanaan program MBG. Namun, Prabowo meyakini masalah dalam program MBG akan dapat terselesaikan dengan baik.

“Ini masalah besar, jadi pasti ada kekurangan dari awal. Tapi saya juga yakin bahwa kita akan selesaikan dengan baik. Kita harus waspada jangan sampai ini dipolitisasi,” kata Prabowo kepada wartawan di Pangkalan TNI AU Halim Perdanakusuma Jakarta Timur, Sabtu (27/9/2025).

Selama tujuh hari di luar negeri, Prabowo menyampaikan dirinya memantau kasus keracunan MBG yang terjadi di sejumlah daerah. Kendati baru tiba di Indonesia, dia akan langsung memanggil Kepala Badan Gizi Nasional (BGN) Dadan Hindayana dan pejabat terkait untuk membahas masalah dalam program MBG.

“Saya baru dari luar negeri 7 hari saya monitor ada perkembangan itu, habis ini saya langsung akan panggil Kepala BGN dengan beberapa pejabat, kita akan diskusikan,” ujarnya.

Prabowo menjelaskan, tujuan program MBG untuk membantu anak-anak Indonesia yang kesulitan mendapat makan bergizi. Dia berjanji akan mengatasi hambatan dan rintangan dalam pelaksanaan program MBG.

@prabowo 

#makanbergizigratis",NULL
False,"budayakan mencari solusi bukan malah jadi Sengkuni#makan #program #fyp #belitangokutimur #mbg program pemerintah Prabowo Gibran ",NULL
False,"Lolololo..
Ga bahaya ta?

Ternyata Sama aja dg TNI,
Polri jg dwifungsi 
Trus rakyat sipil kebagian apa kalo smua2 ""dijarah""?

Masih kurang kesejahteraan dg jd aparat?
Heran 😒 https://t.co/H7yRlKETYX",NULL
True,"@AuntBee8 @AnandaPradip @anakbayan_ph @gabrielayouthph So, the ousting of Suharto is part of a Color Revolution?",NULL
False,"Episode bersama Komjen Pol Chrysnanda Dwilaksana - Ketua Tim Transformasi Reformasi Polri, dan Komjen Pol (Purn) Oegroseno - Mantan Wakapolri, bicara tuntas soal wacana reformasi Polri yang ramai dibicarakan. Ada banyak pembahasan menarik dalam diskusi kali ini mulai dari 2 tim berbeda dari Presiden dan Kapolri, hingga Ketua Tim Transformasi Reformasi Polri beberkan dosa-dosa Polri. Selengkapnya di Episode: Istana & Trunojoyo bikin tim reformasi sendiri-sendiri Ketua Tim akui dosa-dosa Polri Tayang perdana hari ini pukul 13.00 WIB di Youtube Channel Akbar Uncensored. #POLRI #polisi #reformasipolri #prabowo #kapolri ",NULL
True,"346 Pelajar Keracunan MBG Cipongkor, Ada Siswa PAUD

Bandung, IDN Times - Jumlah pelajar yang menjadi korban keracunan program Makan Bergizi Gratis (MBG) di Kecamatan Cipongkor, Kabupaten Bandung Barat (KBB) terus bertambah. Berdasarkan data, hingga Selasa (23/9/2025) pukul 06:00 WIB korban sudah mencapai 346 orang.

Dari jumlah tersebut korbannya ada anak kecil berusia lima tahun berinisial AHK. Dia mengalami gejala keracunan yang lumayan parah hingga akhirnya harus dirawat di Posko darurat Kecamatan Cipongkor. Nining, sang ibu korban menceritakan, dirinya datang ke posko pada pukul 01.30 WIB dini hari tadi.

Dia membawa AHK ke posko lantaran turut mengalami demam sejak mahgrib, setelah sebelumnya menyantap makanan MBG.

Reporter: Azzis Zulkhairil
Video Editor: Athif Aiman

IDN Times - Download IDN App di Google Play Store & App Store
Ikuti terus perkembangannya hanya di IDN Times, ya.

Artikel IDN Times sekarang bisa dibaca di IDN App, lho, download sekarang di Google Play Store & App Store!

Temukan info TERBARU lainnya: @IDNTimes @IDNTimes.Korea @IDNTimes.Community @IDNTimes.Hype @Duniaku_com @Popbela_com @Popbela.Beauty @Popmama_com @Yummy.idn

#IDNTimes #SuaraMillenial #DiversityIsBeautiful #Trending #MBG",NULL
False,"Waduh siswi ini marah marah karena makanan menu MBG berbau???  #mbg #viral #medsos #semuaorang #sekolah ",NULL
True,"Waktunya Bergerak Bersama ✨
Daftarkan Yayasan MBG Anda di AHU Online dan dukung gerakan nasional untuk menyediakan makanan bergizi bagi anak-anak Indonesia 🇮🇩 

Dengan menjadi mitra resmi, Anda ikut serta membangun generasi sehat, cerdas, dan berdaya!

👉 Kunjungi AHU Online di ahu.go.id

#KementerianHukum #LayananHukumMakinMudah #SetahunBerdampak #MakanBergiziGratis #MBG #ProgramMBG #MitraResmiMBG #AHUOnline #GenerasiSehat",NULL
False,"Emang di Singapura ada MBG?",NULL
True,"तामा र पित्तल का भाड़ाहरू यसरी चम्काउनूस् #tihar #kitchenhack #cleaninghacks #nepalitiktok #nepalimuser ",NULL
False,"Jajaran Polsek Bekasi Barat menunjukkan dukungan penuh terhadap program sosial yang berdampak langsung pada masyarakat. Pada Minggu, 12 Oktober 2025, pukul 09.00 WIB, Polsek Bekasi Barat menghadiri acara peresmian atau pembukaan Dapur Makan Bergizi Gratis (MBG). https://t.co/nVye9jqTIm",NULL
False,"Bupati Bandung Barat Tetapkan KLB Kasus Keracunan MBG di Cipongkor

#VIVACOID #MBG #BandungBarat #Cipongkor",NULL
False,"#mbg ",NULL
False,"Ketua Tim Transformasi Reformasi Polri Ungkap Dosa Terbesar Polisi Yaitu Rekrutmen Ketua Tim Transformasi Reformasi Polri Chryshnanda Dwilaksana dalam podcast di akun youtube Akbar Faizal Uncensored mengungkapkan dosa paling besar polisi adalah pada saat rekrutmen. #lingkarjateng #lingkarjatengid #Lingkarnews #Polri #Polisi #rekrutmen #kepolisian #dosa #transformasi #reformasi #abcxyz #fypシ゚viral🖤tiktok #fypage #fypp #fyppppppppppppppppppppppp #fypdongggggggg #fypシ゚ ",NULL
False,"Polri Komitmen Tingkatkan Pelayanan Publik 
Dalam Forum Belajar Bersama Polri di Bareskrim, Polri menegaskan komitmennya menghadirkan pelayanan publik yang lebih cepat, transparan, dan bebas korupsi.

Wakaposko Presisi, Brigjen Pol Indarto, bersama pakar teknologi dan keamanan siber Nathalya Wani Sabu, membahas strategi digitalisasi layanan, termasuk penggunaan chatbot, sistem call center cepat (≤2 menit), hingga penerapan KPI terukur.

Langkah ini menjadi bagian dari upaya memperkuat kepercayaan publik sekaligus menghadirkan pelayanan yang lebih modern dan responsif. 

#Lentera News #Polri #PelayananPublik #ReformasiPolri #Presisi #PolriUntukIndonesia",NULL
False,"@MasFurqon15 Lawan para bajingan keparat negara
Sadah waktunya mereka mengakhiri kebiadabnnya
@DivHumas_Polri",NULL
False,"Keracunan MBG karna disabotase setelah pak prabowo pidato pbb ? 😭",NULL
False,"Tanpa Penjelasan Resmi, MBG di Tulungagung Berhenti https://t.co/nuPYLYpwJ0",NULL
False,"Hallo mbak @naniksdeyang. Saya prkatisi Higiene Industri termasuk food hygiene bersertifikat Amerika dan berpengalaman dlm food hygiene selama lbh dari 30 th di berbagai negara termasuk Indonesia, Qatar, Iraq, UAE. Saya siap membantu utk food safery practice di program MBG",NULL
False,"@Weltwoche Das war höchstwahrscheinlich eine Farb-Revolution (Color Revolution), durchgeführt von den USA. So wie in Kiew 2014. Die Merkmale sind da.

Nepal grenzt an China, so wie die Ukraine und Georgien an Russland grenzen. 

Nicht schlafen in den hinteren Bänken.",NULL
False,"Diana Valencia dari CNN Indonesia kehilangan akses liputan Istana setelah bertanya mengenai keracunan program Makan Bergizi Gratis (MBG) kepada Presiden di Bandara Halim Perdanakusuma.",NULL
True,"@DindaLaw88 @AnandaPradip @anakbayan_ph @gabrielayouthph Unlike you, I'm media savvy, so I support stable, sovereign countries &amp; oppose color-revolution psyops.

Western/Zionist agenda now is to destabilize &amp; break up countries. 

Duterte was smeared as China ally. I saw color revolution in 2019 when pro-China Jokowi was leader.",NULL
True,"main asal tangkap aja dishub ini !! hampir aja ojol jadi sasaran razia parkir liar ?!! #dishub #polisi #razia #lewatberanda #fyp ",NULL
False,"MBG PRABOWO #beritaviral #fypviralシ゚ ",NULL
True,"Revolution Sunset Haze far paletiyle geldim  *reklam  #revolution #farpaleti #far #watsons #eyeshadow ",NULL
False,"@Ary_PrasKe2 Mau tanya..apakah ada dapur SPPG yang juga dikelolah kepolisian?",NULL
False,"Penyitaan buku adalah praktik berbahaya yang mengancam kebebasan berpikir.

​Padahal, membaca bukanlah kejahatan. Buku adalah produk intelektual sebagai sumber pengetahuan yang harus dihormati, bukan ditakuti.

Menjadikan buku sebagai barang bukti atas tuduhan yang sama sekali tidak ada sangkut pautnya atas isi yang ada di dalamnya sama saja dengan membatasi akses terhadap ilmu pengetahuan, dan pada akhirnya: merusak demokrasi.

#KawulaWidji

#widjidotco
#beritarakyat
————————————————————————
#buku #penyitaanbuku #demonstrasi #aksimassa #bandung #polda #divhumaspolri #reformasipolri #sitabuku #kebebasan #bacabuku #membaca #kebebasanmembaca",NULL
False,"#CapCut membingungkan kan btw  2 org ini beda tempat kejadian yah.haha #mbg #prabowosubianto #prabowo #fypviralシ ",NULL
False,"Don't be afraid to say it! #ColorRevolution If it walks like a duck, &amp; quacks like a duck, it IS a duck.  2015 Obama/GOP congress law allowed propaganda to be spread within USA as is done routinely abroad.  CIA works with Soros NGO's &amp; NP's to create chaos &amp; disrupt govts",NULL
False,"tian malu ihh😭#gwsm#masakmasak#mbg#fyp#4u ",NULL
False,"Ahli Gizi Prof Hardinsyah menyarankan agar kepala sekolah wajib mencoba menu MBG (makan bergizi gratis) sebelum diberikan ke murid. Menurutnya, itu sudah Standar Operasional Prosedur (SOP). #mbg #prabowo",NULL
False,"@democrazymedia Polri terlalu  dominan menguasai hukum, perlu dibuatkan sistem baru pendamping Polri..",NULL
False,"Pak Presiden TIDAK mengakui TIM REFORMASI POLRI bentukan Listyo Sigit.  PAHAM YA !!!!",NULL
False,"Mulai sekarang jan tanya² MBG di X takutnya ........",NULL
False,"Aparat itu sangat dekat dengan kekerasan, harus dilakukan reformasi yang benar"" dan berskala di tubuh institusi masing-masing. Rakyat lho yg jadi kena, ada yg hidungnya bergeser, ada yg sampai ketakutan, ada yang diancam, intimidasinya sangat kental apalagi mereka punya senjata. https://t.co/DNRIhS9EUI",NULL
False,"#duet dengan @tukang_mie_ayam #reformasi ",NULL
False,"@NataliusPigai2 @aniesbaswedan Keracunan  mbg tidak melanggar  ham kah kakak ?",NULL
False,"💯
…
….
…..
…..
…..
……
…..
#globalism #soros #georgesoros #colorrevolution #politics #demexit #magacommunism #makeamericagreatagain🇺🇸 #makeamericagreatagain #patriotism #corruption #corruptgovernment #fjb #letsgobrandon #marxismleninism #marxist #marxistleninist #marxism #karlmarx #freepalestine #christianity #bribery #elections #democracy #politicalcompass #antiimperialism #lobbying #geopolitics #identitypolitics",NULL
False,"ada yg bisa jelasin ga? #prabowosubianto #mbg #fyppppppppppppppppppppppp ",NULL
True,"GEN_Z, from social media to global impact
.
. 
. 
. 

Generasi Z Indonesia hidup di era digital, di mana sosial media bukan hanya tempat berbagi cerita, tapi juga ruang untuk menciptakan peluang. Dari TikTok Shop, Shopee, sampai Instagram, anak muda Indonesia kini menjadikan sosial media sebagai sarana berwirausaha, membangun personal branding, dan mengekspresikan kreativitas.

Di tengah tantangan global, Gen-Z Indonesia membuktikan bahwa mereka mampu bersaing dengan ide-ide segar, produk lokal yang mendunia, hingga gerakan sosial yang lahir dari satu unggahan. Dengan kombinasi kreativitas, budaya lokal, dan teknologi, Gen-Z tidak hanya hadir di timeline, tapi juga memberi dampak nyata bagi masyarakat dan dunia. 🚀🔥

#sef11th#genzinovatif#hmpseksyaruinsk#GenZ #IndonesiaMaju #DigitalEntrepreneur #GlobalImpac#Bravepink#herogreen#ikramanaksoleh123",NULL
False,"#reformasipolri #dualisme #integrity #fyp #masukberandafyp ",NULL
True,"टाटा मोटर्स की ब्रिटेन स्थित जगुआर लैंड रोवर को साइबर हमले के कारण भारी नुकसान हुआ और उत्पादन रोकना पड़ा। इस साइबर हमले से टाटा मोटर्स के शेयरों में 25 सितंबर को शुरुआती कारोबार में 2% से अधिक गिरावट दर्ज हुई है। जगुआर लैंड रोवर को लगभग 2 अरब पाउंड या करीब 23,864 करोड़ रुपये का नुकसान हो सकता है। 

#Tatagroup #Cyberattack #khabarfast #khabarfastdigital",NULL
True,"Global financial capital has decided to manage the collapse of America, and to do so by targeting the USA’s people with the same color revolution tactics it’s used abroad.

We must reject the attempts to culturally divide us, and unify behind the class struggle. https://t.co/pvsQzVQx6o",NULL
True,"@thesiriusreport @RnaudBertrand So you can both ignore the reality of Nepal's color revolution together?",NULL
False,"baru banget liat juknis panduan mbg. jelek banget jir tulisannya. udah mah banyak salah kapital, margin ga sama, warna font ga sama, spasi ga sama. amit amit gue sama ini program Ya Allah",NULL
False,"@negativisme Charles mendorong BGN mencoba pola lain dalam penyediaan makan bergizi gratis.

Salah satu pola yg dia usulkan adalah memberikan uang kepada orang tua siswa agar bisa menyiapkan makan bergizi untuk anak masing2.

#LanjutkanMBG",NULL
False,"Di Ketapang, Kalimantan Barat, 16 siswa dan seorang guru dirawat di rumah sakit karena keracunan makanan setelah mengonsumsi makanan sekolah gratis yang terdiri dari fillet ikan hiu, kol, dan wortel. Dalam waktu 30 menit setelah makan, anak-anak mulai merasa mual dan menyebabkan kepanikan. Mereka segera dibawa dari klinik sekolah ke puskesmas setempat, kemudian ke unit gawat darurat RSUD Agoesdjam. Petugas dapur MBG tersebut kemudian diberhentikan. Banyak orang tua kehilangan kepercayaan terhadap program tersebut dan mulai membekalkan makanan dari rumah untuk anak-anak mereka, sehingga MBG tidak tersentuh. Para pejabat mendesak pengawasan yang lebih ketat dan peninjauan nasional, karena kasus serupa telah terjadi di tempat lain. Gimana menurut kalian?😢😪 #makanbergizigratis #mbg #kalimantan #promomakangajian #fyp ",NULL
True,"Sehat-sehat ya pak,kami pendukungmu selalu ada di belakangmu🥹🫶🏻🩵🇮🇩 #fyp #prabowo #presidenprabowo #mbg  #fyppppppppppppppppppppppp ",NULL
False,"Di tengah polemik keracunan massal yang menimpa siswa akibat program MBG, muncul kritikan tajam dari berbagai pihak bahwa guru ikut menjadi “tumbal” masalah tersebut. 

Misalnya, Koordinator Nasional JPPI, Ubaid Matraji, menyebut bahwa guru tidak dilibatkan dalam pengambilan keputusan program, tetapi justru dibebani tugas seperti menghitung jatah makanan, mengecek kualitas makanan, bahkan mengganti rantang yang hilang dan jika terjadi keracunan, beban tanggung jawabnya dialihkan ke sekolah atau guru. 

Selain itu, media lokal juga melaporkan cerita guru yang merasa menjadi “budak” program MBG ketika kasus keracunan terjadi mereka mengaku tak dibayar, kehilangan barang (rantang), dan dipaksa bertanggung jawab atas keracunan siswa. 

--

🌟 @Cairpakbos - Cairin Limit Applikasi Payy Latter Kamu Amanah & Trusted By Mimin

#fyp #mbg #guru #kebijakan #pemerintah",NULL
False,"MBG B NYA APA? _ #fypagetiktok  #viralmakanangizi  #makananviral  #programmakananbergizigratis  #mbgmakanangizi ",NULL
False,"Perburuan Tak Pernah Henti!

Kawan-kawan yang berani bersuara terus diburu. Paul, aktivis Jogja, ditangkap di rumah dan di bawa oleh polisi ke Polda DIY lalu dipindahkan tanpa alasan ke Polda Jatim. Ia dikriminalisasi hanya karena menuntut keadilan dan kebebasan sipil. Ini bukan kasus tunggal. Ini pola represif yang sistematis, cara aparat menakut-nakuti siapa pun yang berani menentang kekuasaan.

Sampai kapan Polisi akan terus jadi alat kekuasaan yang memburu rakyat, menutup mulut kita, dan menghancurkan demokrasi?

Sampai kapan kita diam saat mereka menjadi predator kebebasan, merampas hak bersuara, dan memperkuat ketakutan?

Jangan diam. Jangan takut. Setiap suara yang dibungkam, adalah alasan kita untuk lebih bersuara, bersatu, dan melawan perburuan ini!

#darurat #daruratdemokrasi #peringatandarurat #risetindonesia #reformasipolri #polisi #bebaskankawankami",NULL
False,"Pak Dasco , 
Blak²an Menyampaikan  : 

Sangat Berbeda Antara TIM Reformasi Polri Bentukan Kapolri Dengan TIM Reformasi Bentukan Presiden. 

Menarik Nih, 
Langkah Presiden Arahnya Kemana..?
Publik Sudah Menduga . https://t.co/0PcvItM2VH",NULL
True,"Keamanan pangan jadi kunci sukses Program Makan Bergizi Gratis (MBG).

Dengan standar ketat, pemerintah pastikan setiap hidangan aman, sehat, dan bergizi untuk masyarakat. 🍱✨

Senin https://t.co/Js1neFaD5B",NULL
True,"@MaryMargOlohan please check out this cia trans terror cell leader -  Ermiya Fanaeian, who was recognized by a State Dept–affiliated NGO, Utah Global Diplomacy, as a recipient of the “7 for 17” Award for advancing the UN’s 17 Goals",NULL
